commodity,state,time,country,total_exports_value
337 Furniture & Fixtures,Colorado,2016,World Total,"40,248,726"
337 Furniture & Fixtures,Connecticut,2016,World Total,"30,022,155"
337 Furniture & Fixtures,Dist of Columbia,2016,World Total,"2,020,195"
337 Furniture & Fixtures,Delaware,2016,World Total,"7,758,033"
337 Furniture & Fixtures,Florida,2016,World Total,"273,643,396"
337 Furniture & Fixtures,Georgia,2016,World Total,"71,527,225"
337 Furniture & Fixtures,Hawaii,2016,World Total,"2,070,751"
337 Furniture & Fixtures,Iowa,2016,World Total,"64,541,227"
337 Furniture & Fixtures,Idaho,2016,World Total,"2,411,863"
337 Furniture & Fixtures,Illinois,2016,World Total,"212,883,112"
337 Furniture & Fixtures,Indiana,2016,World Total,"134,364,478"
337 Furniture & Fixtures,Kansas,2016,World Total,"11,353,248"
337 Furniture & Fixtures,Kentucky,2016,World Total,"34,792,346"
337 Furniture & Fixtures,Louisiana,2016,World Total,"3,598,825"
337 Furniture & Fixtures,Massachusetts,2016,World Total,"73,714,635"
337 Furniture & Fixtures,Maryland,2016,World Total,"88,176,938"
337 Furniture & Fixtures,Maine,2016,World Total,"6,892,037"
337 Furniture & Fixtures,Michigan,2016,World Total,"541,116,479"
337 Furniture & Fixtures,Minnesota,2016,World Total,"76,529,673"
337 Furniture & Fixtures,Missouri,2016,World Total,"36,389,519"
337 Furniture & Fixtures,Mississippi,2016,World Total,"103,855,421"
337 Furniture & Fixtures,Nebraska,2016,World Total,"15,004,806"
337 Furniture & Fixtures,Montana,2016,World Total,"2,273,368"
337 Furniture & Fixtures,North Carolina,2016,World Total,"270,905,107"
337 Furniture & Fixtures,North Dakota,2016,World Total,"8,619,638"
337 Furniture & Fixtures,New Hampshire,2016,World Total,"4,229,498"
337 Furniture & Fixtures,New Jersey,2016,World Total,"116,205,623"
337 Furniture & Fixtures,New Mexico,2016,World Total,"13,975,994"
337 Furniture & Fixtures,Nevada,2016,World Total,"13,763,509"
337 Furniture & Fixtures,New York,2016,World Total,"171,436,430"
337 Furniture & Fixtures,Ohio,2016,World Total,"226,915,374"
337 Furniture & Fixtures,Oklahoma,2016,World Total,"5,230,318"
337 Furniture & Fixtures,Oregon,2016,World Total,"34,611,209"
337 Furniture & Fixtures,Pennsylvania,2016,World Total,"134,816,112"
337 Furniture & Fixtures,Puerto Rico,2016,World Total,"34,155,421"
337 Furniture & Fixtures,Rhode Island,2016,World Total,"10,718,424"
337 Furniture & Fixtures,South Carolina,2016,World Total,"28,214,745"
337 Furniture & Fixtures,South Dakota,2016,World Total,"3,098,743"
337 Furniture & Fixtures,Tennessee,2016,World Total,"95,342,209"
337 Furniture & Fixtures,Texas,2016,World Total,"578,421,179"
337 Furniture & Fixtures,Utah,2016,World Total,"34,887,972"
337 Furniture & Fixtures,Virginia,2016,World Total,"140,490,852"
337 Furniture & Fixtures,US Virgin Islands,2016,World Total,"27,759"
337 Furniture & Fixtures,Vermont,2016,World Total,"6,472,429"
337 Furniture & Fixtures,Washington,2016,World Total,"131,671,108"
337 Furniture & Fixtures,Wisconsin,2016,World Total,"153,425,059"
337 Furniture & Fixtures,West Virginia,2016,World Total,"924,238"
337 Furniture & Fixtures,Wyoming,2016,World Total,"57,953"
339 Miscellaneous Manufactured Commodities,Arizona,2016,World Total,"847,229,365"
339 Miscellaneous Manufactured Commodities,Alaska,2016,World Total,"4,837,703"
339 Miscellaneous Manufactured Commodities,Alabama,2016,World Total,"283,557,825"
339 Miscellaneous Manufactured Commodities,Arkansas,2016,World Total,"22,179,308"
339 Miscellaneous Manufactured Commodities,California,2016,World Total,"14,490,223,889"
339 Miscellaneous Manufactured Commodities,Colorado,2016,World Total,"486,518,635"
339 Miscellaneous Manufactured Commodities,Connecticut,2016,World Total,"327,324,396"
339 Miscellaneous Manufactured Commodities,Dist of Columbia,2016,World Total,"5,700,670"
339 Miscellaneous Manufactured Commodities,Delaware,2016,World Total,"106,155,697"
339 Miscellaneous Manufactured Commodities,Florida,2016,World Total,"3,516,438,194"
339 Miscellaneous Manufactured Commodities,Georgia,2016,World Total,"1,406,559,545"
339 Miscellaneous Manufactured Commodities,Hawaii,2016,World Total,"9,622,051"
339 Miscellaneous Manufactured Commodities,Iowa,2016,World Total,"251,600,937"
339 Miscellaneous Manufactured Commodities,Idaho,2016,World Total,"29,056,029"
339 Miscellaneous Manufactured Commodities,Illinois,2016,World Total,"2,312,450,363"
339 Miscellaneous Manufactured Commodities,Indiana,2016,World Total,"2,155,075,129"
339 Miscellaneous Manufactured Commodities,Kansas,2016,World Total,"80,641,103"
339 Miscellaneous Manufactured Commodities,Kentucky,2016,World Total,"517,943,384"
339 Miscellaneous Manufactured Commodities,Louisiana,2016,World Total,"63,824,813"
339 Miscellaneous Manufactured Commodities,Massachusetts,2016,World Total,"3,117,021,068"
339 Miscellaneous Manufactured Commodities,Maryland,2016,World Total,"402,001,692"
339 Miscellaneous Manufactured Commodities,Missouri,2016,World Total,"235,363,842"
339 Miscellaneous Manufactured Commodities,Maine,2016,World Total,"18,040,956"
339 Miscellaneous Manufactured Commodities,Michigan,2016,World Total,"548,892,843"
339 Miscellaneous Manufactured Commodities,Minnesota,2016,World Total,"2,056,079,706"
339 Miscellaneous Manufactured Commodities,Mississippi,2016,World Total,"967,271,554"
339 Miscellaneous Manufactured Commodities,Montana,2016,World Total,"29,980,107"
339 Miscellaneous Manufactured Commodities,North Carolina,2016,World Total,"821,124,073"
339 Miscellaneous Manufactured Commodities,North Dakota,2016,World Total,"4,570,370"
339 Miscellaneous Manufactured Commodities,Nebraska,2016,World Total,"203,608,424"
339 Miscellaneous Manufactured Commodities,New Hampshire,2016,World Total,"156,191,298"
339 Miscellaneous Manufactured Commodities,New Jersey,2016,World Total,"1,701,607,527"
339 Miscellaneous Manufactured Commodities,New Mexico,2016,World Total,"112,364,325"
339 Miscellaneous Manufactured Commodities,Nevada,2016,World Total,"1,153,065,019"
339 Miscellaneous Manufactured Commodities,New York,2016,World Total,"22,016,221,257"
339 Miscellaneous Manufactured Commodities,Ohio,2016,World Total,"951,453,591"
339 Miscellaneous Manufactured Commodities,Oklahoma,2016,World Total,"74,083,334"
339 Miscellaneous Manufactured Commodities,Oregon,2016,World Total,"300,366,556"
339 Miscellaneous Manufactured Commodities,Pennsylvania,2016,World Total,"1,773,805,835"
339 Miscellaneous Manufactured Commodities,Puerto Rico,2016,World Total,"1,554,083,531"
339 Miscellaneous Manufactured Commodities,Rhode Island,2016,World Total,"295,383,407"
339 Miscellaneous Manufactured Commodities,South Carolina,2016,World Total,"162,857,289"
339 Miscellaneous Manufactured Commodities,South Dakota,2016,World Total,"20,312,552"
339 Miscellaneous Manufactured Commodities,Tennessee,2016,World Total,"3,791,840,213"
339 Miscellaneous Manufactured Commodities,Texas,2016,World Total,"4,908,596,928"
339 Miscellaneous Manufactured Commodities,Utah,2016,World Total,"702,093,776"
